20802,6353,3032,1558,6028,1839,885,453,2688,823,396,205,1182,361,177,92
564,445,431,416,448,224,180,154,428,178,117,88,414,147,84,52
531,406,406,405,406,159,124,121,405,125,75,59,407,122,60,38
532,406,406,406,407,159,124,121,406,124,74,58,407,122,59,36
532,406,406,404,408,158,124,121,406,125,74,58,406,122,59,36
671,452,422,411,454,197,145,128,423,146,90,66,412,129,67,41
544,404,404,404,406,161,124,119,404,124,74,57,404,120,58,35
556,404,404,400,406,162,123,121,411,128,76,59,409,118,59,37
479,362,388,388,368,141,108,114,388,111,66,51,398,110,68,32
